,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11
12, , , , , , , ,좌안, ,,,1,1,1,0,0.232,용덕한,구장 : 마산,"관중 : 5,513",2015.06.23(화),개시 : 18:30,경기시간 : 3:28,NC,KIA,
0,삼진, ,우중안, ,삼진, , , , ,,,3,1,0,0,0.301,김강민,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
1, , , , , , , ,중비, ,,,1,0,0,0,0.282,조동화,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
2,좌안, ,2땅, ,중비, , ,2땅, ,,,4,1,0,0,0.321,이명기,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
3,중안, ,삼진, , ,좌안, ,중비, ,,,4,2,0,0,0.267,최정,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
4,3땅, , ,좌홈, ,유땅, , , ,,,3,1,1,1,0.282,브라운,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
5, , , , , , , , , ,,,0,0,0,0,0.240,박재상,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
6, , , , , , , , ,좌중안,,,1,1,0,0,0.213,박진만,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
7,삼진, , ,삼진, ,중비, , ,삼진,,,4,0,0,0,0.298,이재원,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
8, ,중비, ,삼진, , , , , ,,,2,0,0,0,0.267,박정권,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
9, , , , , ,2땅, , ,삼진,,,2,0,0,0,0.105,박윤,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
10, ,2땅, ,삼진, , ,2땅, ,유땅,,,4,0,0,0,0.256,정상호,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
11, ,유땅, , ,우중안, ,3땅, , ,,,3,1,0,0,0.244,나주환,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
12, , ,삼진, ,유땅, , , , ,,,2,0,0,0,0.100,김연훈,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
13, , , , , , ,유땅, , ,,,1,0,0,0,0.237,박계현,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,SK,두산,
0,2땅,유땅, ,중안, ,2비, ,삼진, ,,,5,1,1,0,0.329,민병헌,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
1,우비,삼진, ,3비, ,우안, ,4구, ,,,4,1,1,1,0.287,정수빈,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
2,4구,2땅, ,2유병, ,투땅, ,유땅, ,,,4,0,2,0,0.320,김현수,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
3,유직, ,좌홈, ,삼진,좌안, ,유땅, ,,,5,2,3,1,0.227,로메로,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
4, ,좌2,우안, ,2땅,삼진, , , ,,,4,2,0,1,0.284,오재원,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
5, ,우중안,4구, ,중비, ,중비, , ,,,3,1,1,1,0.247,홍성흔,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
6, ,우2,우비, , ,중안,삼진, , ,,,4,2,0,2,0.321,양의지,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
7, ,좌안,32병, , ,사구,삼진, , ,,,3,1,2,2,0.330,허경민,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
8, ,122, ,우2, ,4구, ,좌안, ,,,3,3,0,2,0.340,김재호,구장 : 잠실,"관중 : 7,741",2015.06.23(화),개시 : 18:29,경기시간 : 3:03,두산,SK,
0,우안/ 좌비, , ,중안,우비, ,삼진, , ,,,5,2,0,2,0.319,박한이,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
1, , , , , , , , ,삼진,,,1,0,0,0,0.250,이영욱,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
2,4구,좌중2, ,우안, ,2땅,중안, ,우홈,,,5,4,1,2,0.320,구자욱,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
3,좌안,2비, ,중안, ,1땅,삼진, , ,,,5,2,1,1,0.385,채태인,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
4, , , , , , , , ,중비,,,1,0,0,0,0.063,김재현,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
5,좌안,좌비, ,유2병, ,우안, ,삼진, ,,,5,2,2,2,0.311,최형우,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
6, , , , , , , , , ,,,0,0,0,0,0.174,박찬도,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
7,중비,좌비, ,삼진, ,우안, ,좌안, ,,,5,2,0,1,0.251,나바로,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
8,좌안, ,우안, ,중안,4구, ,우홈, ,,,4,4,2,3,0.309,이승엽,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
9,우안, ,2유병, ,유직,삼진, ,투땅, ,,,5,1,1,1,0.290,박해민,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
10,중희비, ,우안, ,유직, ,3땅,삼진, ,,,4,1,1,0,0.308,이지영,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
11, , , , , , , , , ,,,0,0,0,0,0.265,이흥련,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
12,좌2, ,유땅, ,우중2, ,우안, ,3땅,,,5,3,3,0,0.278,김상수,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
13, , , , , , , , , ,,,0,0,0,0,0.125,백상원,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,삼성,롯데,
0,4구, ,우중2, ,유비, ,1안, ,1땅,,,4,2,0,0,0.279,아두치,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
1,1파, ,삼진, , ,삼진,2유병, , ,,,4,0,0,0,0.400,손용석,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
2, , , , , , , , ,중비,,,1,0,0,0,0.000,백민기,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
3,삼진, ,유땅, , ,우홈, ,2비,포파,,,5,1,1,1,0.315,황재균,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
4,삼진, ,유땅, , ,삼진, ,우안, ,,,4,1,0,1,0.283,최준석,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
5, ,4구, ,유땅, ,2비, , , ,,,2,0,0,0,0.329,강민호,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
6, , , , , , , ,4구, ,,,0,0,0,0,0.000,김준태,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
7, ,삼진, ,우비, , ,사구,좌안, ,,,3,1,0,1,0.284,정훈,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
8, ,4구, ,3땅, , ,사구,우안, ,,,2,1,1,1,0.300,김문호,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
9, ,좌안, , ,삼진, , , , ,,,2,1,0,0,0.250,김주현,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
10, , , , , , ,투땅,3땅, ,,,2,0,0,0,0.246,박종윤,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
11, ,투포병, , ,삼진, , , , ,,,2,0,0,0,0.238,문규현,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
12, , , , , , ,좌2,좌비, ,,,2,1,2,0,0.284,오승택,구장 : 사직,"관중 : 4,803",2015.06.23(화),개시 : 18:30,경기시간 : 3:27,롯데,삼성,
0,4구,1땅, ,4구, ,삼진, ,삼진, ,,,3,0,0,1,0.292,박용택,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
1,2땅,좌비, ,우안, ,삼진, ,좌비, ,,,5,1,0,0,0.253,김용의,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
2,좌안, ,4구,삼진, ,우비, , ,3땅,,,4,1,1,1,0.315,정성훈,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
3,중안, ,유비,우비, , ,유안, ,삼진,,,5,2,0,1,0.333,히메네스,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
4,삼진, ,삼진, ,중안, ,좌중2, ,2땅,,,5,2,0,0,0.259,오지환,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
5,투땅, ,중안, ,삼진, ,중희비, , ,,,3,1,1,0,0.291,양석환,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
6, ,좌중홈,3실, ,중안, ,삼진, , ,,,4,2,1,1,0.215,문선재,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
7, , , , , , , , , ,,,0,0,0,0,0.333,이민재,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
8, ,좌안,우비, ,좌안, ,중비, , ,,,4,2,0,0,0.232,유강남,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
9, , , , , , , , , ,,,0,0,0,0,0.000,조윤준,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
10, ,포희번, ,삼진,3파, , , , ,,,2,0,0,0,0.189,박지규,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
11, , , , , , , ,삼진, ,,,1,0,0,0,0.400,서상우,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
12, , , , , , , , , ,,,0,0,0,0,0.269,백창수,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,LG,KT,
0,3땅, , ,중안, ,좌안,좌안,유땅, ,,,5,3,1,1,0.273,이대형,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
1,삼진, , ,우안, ,유땅,좌홈, , ,,,4,2,3,1,0.500,오정복,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
2,유비, , ,32병, ,2비,좌비, , ,,,4,0,0,0,0.351,마르테,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
3, ,포파, ,4구, , ,중홈/ 삼진, , ,,,3,1,1,1,0.358,댄블랙,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
4, , , , , , , , , ,,,0,0,0,0,0.212,신명철,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
5, ,삼진, ,투땅, , ,좌안,우안, ,,,4,2,0,1,0.264,김상현,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
6, , , , , , , , , ,,,0,0,0,1,0.186,심우준,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
7, ,3땅, , ,유비, ,좌2,4구, ,,,3,1,0,1,0.295,장성우,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
8, , ,중비, ,삼진, ,우2,1비, ,,,4,1,2,1,0.248,박경수,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
9, , ,3땅, ,2땅, ,3희번,좌2, ,,,3,1,1,0,0.260,박기혁,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
10, , ,3땅, , ,투땅, , , ,,,2,0,0,0,0.249,하준호,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
11, , , , , , ,사구, , ,,,0,0,0,0,0.289,장성호,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
12, , , , , , , ,유땅, ,,,1,0,0,1,0.232,김사연,구장 : 수원,"관중 : 5,601",2015.06.23(화),개시 : 18:30,경기시간 : 3:31,KT,LG,
0,삼진, ,3땅, , ,우비, , , ,,,3,0,0,0,0.308,유재신,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
1, , , , , , , , , ,,,0,0,0,0,0.232,서건창,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
2, , , , , , , ,삼진, ,,,1,0,0,0,0.301,고종욱,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
3,2땅, , ,삼진, ,3파, ,2땅, ,,,4,0,0,0,0.248,스나이더,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
4,좌비, , ,4구, ,우비, ,중비, ,,,3,0,0,0,0.297,윤석민,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
5, ,유땅, ,중비, , ,좌중2, ,2직,,,4,1,0,1,0.340,박병호,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
6, ,3비, ,중안, , ,좌비, ,우안,,,4,2,0,0,0.379,유한준,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
7, ,삼진, ,2땅, , ,4구, ,삼진,,,3,0,0,0,0.335,김민성,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
8, , ,투땅, ,삼진, ,좌안, ,삼진,,,4,1,1,0,0.375,홍성갑,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
9, , ,3땅, ,2비, ,4구, , ,,,2,0,0,0,0.250,박동원,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
10, , ,중안, ,우비, ,중비, , ,,,3,1,0,0,0.256,김지수,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,넥센,한화,
0,3땅, , ,삼진,4구, , ,1땅, ,,,3,0,0,0,0.339,이용규,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
1,유실, , ,좌안,우비, , ,1땅, ,,,4,1,0,1,0.250,장운호,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
2,투땅, , ,4구, ,중비, ,3땅, ,,,3,0,0,1,0.267,정근우,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
3, ,3땅, ,좌홈, ,유땅, , , ,,,3,1,3,1,0.320,김태균,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
4, ,유비, ,3땅, ,삼진, , , ,,,3,0,0,0,0.301,최진행,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
5, ,유땅, ,유땅, , ,사구, , ,,,2,0,0,0,0.262,김태완,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
6, , , , , , , , , ,,,0,0,0,0,0.167,송주호,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
7, , ,삼진, ,좌비, ,투희번, , ,,,2,0,0,0,0.156,정범모,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
8, , ,좌안, ,3땅, ,유땅, , ,,,3,1,0,0,0.250,한상훈,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
9, , ,삼진, ,좌중2, ,우파, , ,,,3,1,0,0,0.191,권용관,구장 : 대전,"관중 : 5,193",2015.06.23(화),개시 : 18:29,경기시간 : 2:35,한화,넥센,
0,우안, , , , , , , , ,,,1,1,0,0,0.299,신종길,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
1, , ,삼진, ,우중2, ,삼진, ,1비,,,4,1,0,0,0.281,김다원,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
2,3땅, ,투땅, ,삼진, ,좌안, , ,,,4,1,0,0,0.366,김민우,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
3, , , , , , , , ,유땅,,,1,0,0,0,0.333,이인행,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
4,투땅, , ,좌비,유땅, , , , ,,,3,0,0,0,0.367,김주찬,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
5, , , , , , ,삼진, , ,,,1,0,0,0,0.244,김호령,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
6,1비, , ,좌비, ,중비, , , ,,,3,0,0,0,0.310,필,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
7, , , , , , , ,3땅, ,,,1,0,0,0,0.000,고영우,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
8, ,중비, ,사구, ,유땅, , , ,,,2,0,0,0,0.230,이범호,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
9, , , , , , , ,4구, ,,,0,0,0,1,0.235,최용규,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
10, ,좌안, ,4구, ,4구, ,좌2, ,,,2,2,1,0,0.196,나지완,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
11, ,유병, ,포파, ,좌비, , , ,,,3,0,0,0,0.254,김원섭,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
12, , , , , , , , , ,,,0,0,0,0,0.000,김태영,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
13, , , , , , , ,중비, ,,,1,0,0,0,0.262,이홍구,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
14, , ,우안, ,중안, ,유땅,2땅, ,,,4,2,0,0,0.260,이성우,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
15, , , , , , , , , ,,,0,0,0,0,0.000,김병현,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
16, , ,중비, ,우비, ,중안, ,유직,,,4,1,0,0,0.222,강한울,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,KIA,NC,
0,2땅,4구, ,2땅, ,좌2, ,2땅, ,,,4,1,0,1,0.302,박민우,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
1,중안,우3, ,2땅, ,삼진, , , ,,,4,2,2,1,0.319,김종호,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
2, , , , , , , ,중안, ,,,1,1,0,0,0.319,김성욱,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
3,우중홈,사구, , ,중안, ,중비,3땅, ,,,4,2,2,2,0.304,나성범,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
4,중3,중비, , ,우안, ,중안, , ,,,4,3,1,2,0.350,테임즈,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
5, , , , , , , ,삼진, ,,,1,0,0,0,0.283,조영훈,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
6,유땅, ,4구, ,유땅, ,4구, , ,,,2,0,1,0,0.308,이호준,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
7, , , , , , , , , ,,,0,0,0,1,0.267,최재원,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
8,4구, ,중비, ,우2, ,좌중2, , ,,,3,2,2,0,0.270,이종욱,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
9, ,3파,3병, , , , , , ,,,2,0,0,0,0.279,지석훈,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
10, , , , ,2비, ,2직, , ,,,2,0,0,0,0.042,노진혁,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
11, ,유땅, ,좌중안, ,삼진,사구, , ,,,3,1,0,0,0.178,손시헌,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
12, , , , , , , , , ,,,0,0,0,0,0.000,민성기,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
13, ,우2, ,좌비, ,1땅, , , ,,,3,1,0,1,0.280,김태군,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
14, , , , , , ,삼진, , ,,,1,0,0,0,0.213,모창민,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
15, , , , , , , , , ,,,0,0,0,0,0.232,용덕한,구장 : 마산,"관중 : 5,495",2015.06.24(수),개시 : 18:31,경기시간 : 3:06,NC,KIA,
0,중안,좌중2, ,2유병, ,2안, ,우안, ,,,5,4,1,3,0.332,이명기,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
1,투희번,우2, , ,좌중안, , , , ,,,2,2,1,0,0.293,조동화,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
2, , , , , ,4구, ,2비, ,,,1,0,1,0,0.211,박진만,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
3,3땅,유안, , ,우파,우비, ,좌중2, ,,,5,2,1,0,0.272,최정,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
4,중홈,3땅, , ,4구, ,삼진,2비, ,,,4,1,2,1,0.281,브라운,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
5, , , , , , , , , ,,,0,0,0,0,0.000,윤중환,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
6,3땅, ,우비, ,유2병, ,우비, ,우비,,,5,0,0,0,0.292,이재원,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
7, ,좌안,삼진, , ,3땅,좌중안, ,삼진,,,5,2,0,1,0.308,김강민,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
8, ,투희번,우비, , ,중안,중안, ,중안,,,4,3,0,1,0.259,나주환,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
9, ,3땅, ,2땅, ,투안,2땅, ,3땅,,,5,1,0,0,0.254,정상호,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
10, ,우중안, ,4구, ,유비, ,삼진, ,,,3,1,1,1,0.269,김성현,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,SK,두산,
0,우비, ,2땅, ,우희비, ,우안, ,좌중안,,,4,2,1,0,0.332,민병헌,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,두산,SK,
1,유땅, , ,투땅,우안, ,좌희비, ,우비,,,4,1,2,0,0.287,정수빈,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,두산,SK,
2,1땅, , ,2땅,중비, , , , ,,,3,0,0,0,0.316,김현수,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,두산,SK,
3, , , , , , ,중비, , ,,,1,0,0,0,0.244,최주환,구장 : 잠실,"관중 : 8,414",2015.06.24(수),개시 : 18:29,경기시간 : 3:27,두산,SK,
