,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14,15,16,17
6, ,2땅, ,우안, ,중비, ,2비, ,5,1,0,0,0.319,최정,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, ,투번, ,,,,,,
7, ,3땅, ,삼진, ,유땅, , ,2비,5,0,0,0,0.280,김강민,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, ,좌비, ,,,,,,
8, , ,삼진,3땅, , ,유땅, ,우비,5,0,0,0,0.253,나주환,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, , ,삼진,,,,,,
9, , ,3땅,2땅, , ,중비, ,2땅,5,1,0,0,0.205,정상호,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, , ,우2,,,,,,
10, , , , , , , , , ,0,0,0,1,0.100,김연훈,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, , , ,,,,,,
11, , ,우안, ,중비, ,3땅, , ,3,1,0,0,0.167,권영진,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, , , ,,,,,,
12, , , , , , , , , ,1,0,0,0,0.313,박정환,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화,중비, ,4구,,,,,,
0,유땅, ,좌비, , ,우비, ,2실, ,4,0,0,0,0.282,이종범,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
1, , , , , , , , , ,0,0,0,0,0.111,이영수,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
2,투땅, ,2땅, , ,중안, ,중비, ,4,1,0,0,0.293,김원섭,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
3,4구, , ,4구, ,삼진, , ,우중안,2,1,0,0,0.297,나지완,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
4,중안, , ,삼진, ,중비, , ,중비,4,1,0,0,0.279,이재주,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
5, ,좌안, ,유병, , ,3땅, , ,3,1,0,0,0.258,이현곤,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.125,김형철,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
7, , , , , , , , ,유비,1,0,0,0,0.214,김경언,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
8, ,3비, , ,유안, ,우비, , ,3,1,0,0,0.251,차일목,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
9, , , , , , , , , ,0,0,0,0,0.087,이성우,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
10, , , , , , , , ,유땅,1,0,0,0,0.289,김상훈,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
11, ,우비, , ,삼진, ,2땅, , ,3,0,0,0,0.294,박진영,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
12, ,삼진, , ,우비, , ,우파, ,3,0,0,0,0.263,김선빈,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
13, , ,삼진, ,포파, , ,3땅, ,3,0,0,0,0.100,류은재,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,KIA,우리,,,,,,,,,
0,2직,유땅,4구, ,4구, ,유땅, , ,3,0,0,0,0.283,송지만,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
1, , , , , , , , , ,0,0,0,0,0.222,오윤,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
2,4구, ,삼진/ 삼진, ,2땅, , ,좌중2, ,4,1,0,2,0.240,정수성,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
3,좌안, ,우중2,좌안, ,중비, ,사구, ,4,3,1,1,0.258,강병식,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
4, , , , , , , , , ,0,0,0,0,0.000,김민우,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
5,유땅, ,4구,삼진, ,4구, ,유땅, ,3,0,0,1,0.321,이택근,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.256,조재호,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
7,1땅, ,좌2,2병, ,삼진, ,우안, ,5,2,2,1,0.310,조중근,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
8, ,유땅,중안, ,2파,유비, ,우비, ,5,1,1,1,0.267,정성훈,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
9, , , , , , , , , ,0,0,0,0,0.235,황재균,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
10, ,좌안,중2, ,좌비, ,우안,유땅, ,5,3,2,0,0.265,강정호,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
11, ,좌2,4구, ,좌안, , , , ,2,2,0,0,0.232,김동수,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
12, , , , , , , , , ,0,0,0,1,0.273,김남형,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
13, , , , , , ,우비, , ,1,0,0,0,0.248,강귀태,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
14, ,삼진, , , , , , , ,1,0,0,0,0.267,김일경,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
15, , ,유비, , , , , , ,1,0,0,0,0.323,전준호,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
16, , , , ,우2, ,삼진, , ,2,1,1,0,0.235,권도영,구장 : 목동,"관중 : 2,254",2008.09.16(화),개시 : 18:30,경기시간 : 2:38,우리,KIA,,,,,,,,,
0,삼진, ,4구, ,우비, ,삼진, ,좌안,4,1,0,0,0.280,김강민,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
1,삼진, ,삼진, , ,삼진,4구, ,투희번,3,0,0,1,0.282,조동화,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
2,좌중안, ,중비, , ,좌안,좌홈, ,투비,5,3,3,2,0.322,최정,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
3,유비, , ,좌비, ,중안,삼진, ,4구,4,1,0,0,0.324,박재홍,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
4, ,삼진, ,투땅, , , , , ,2,0,0,0,0.291,이재원,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
5, , , , , ,고4, ,4구,좌비,1,0,0,1,0.311,김재현,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
6, ,삼진, ,좌중2, ,유땅, ,투번, ,4,1,1,0,0.253,나주환,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
7, ,삼진, ,삼진, ,삼진, ,좌중2, ,4,1,1,0,0.206,정상호,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
8, , ,3땅, ,삼진, ,4구, , ,2,0,0,0,0.278,박정환,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
9, , , , , , , ,삼진, ,1,0,0,1,0.298,정근우,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
10, , ,4구, ,3땅, , , , ,1,0,0,0,0.219,모창민,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
11, , , , , , ,삼진, , ,1,0,0,0,0.283,박재상,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
12, , , , , , , ,유비, ,1,0,0,0,0.161,권영진,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,SK,두산,,,,,,,,,
0,좌안, ,좌안, ,우중안, ,좌파, ,1안,5,4,0,2,0.305,이종욱,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
1,2땅, ,좌2, ,삼진, ,삼진, ,중안,5,2,1,0,0.273,고영민,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
2,2땅, ,우희비, ,투안, ,3파, ,1실,4,1,1,0,0.349,김현수,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
3, , , , , , , , , ,0,0,0,0,0.194,민병헌,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
4, ,3파,4구, ,우비, , ,좌안,우희비,3,1,1,0,0.309,김동주,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
5, ,좌중2,포파, ,중비, , ,좌비,유땅,5,1,0,0,0.348,홍성흔,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
6, ,삼진, ,중비, ,2땅, , , ,3,0,0,0,0.238,오재원,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
7, , , , , , , ,4구, ,0,0,0,0,0.237,최준석,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
8, ,3직, ,우안, ,중비, ,삼진, ,4,1,0,0,0.298,유재웅,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
9, , ,좌비,1파, ,유안, , , ,3,1,0,0,0.208,채상병,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
10, , , , , , , , ,좌홈,1,1,1,1,0.235,이대수,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
11, , ,좌안,우비, ,삼진, , ,3비,4,1,0,1,0.257,김재호,구장 : 잠실,"관중 : 9,813",2008.09.16(화),개시 : 18:32,경기시간 : 3:50,두산,SK,,,,,,,,,
0,중안, ,우중안,우중3, ,중비,좌비, ,투땅,6,3,3,2,0.309,김주찬,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
1,3희번, ,중안,중안, ,좌2,유비, , ,4,3,2,1,0.330,이인구,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
2,4구, ,1파,삼진, , , , , ,2,0,0,0,0.328,조성환,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
3, , , , , ,우비, ,우중안, ,2,1,0,1,0.282,이원석,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
4,우희비, ,3땅, ,중비,중안, ,좌중안, ,4,2,2,1,0.306,이대호,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
5,삼진, , ,4구,우안,중안, ,중안, ,4,3,1,1,0.286,가르시아,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
6, ,좌안, ,우비,중안,유비, ,유2병, ,5,2,0,0,0.291,강민호,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
7, ,삼진, ,삼진,4구, ,4구,투땅, ,3,0,0,0,0.330,손광민,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
8, , , , , , , , , ,0,0,0,0,0.206,이승화,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
9, ,32병, ,유안,2유병, ,유실, ,삼진,5,1,0,1,0.276,정보명,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
10, , ,삼진,4구, ,우2,2직, , ,3,1,0,2,0.288,박기혁,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
11, , , , , , , , ,2땅,1,0,0,0,0.125,박남섭,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,롯데,한화,,,,,,,,,
0,삼진, ,좌비, ,2땅, , , , ,3,0,0,0,0.284,이영우,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
1, , , , , , , ,삼진,4구,1,0,0,0,0.286,송광민,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
2,중비, ,1땅, , ,1땅, , , ,3,0,0,0,0.206,윤재국,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
3, , , , , , , ,3땅, ,1,0,0,0,0.000,정현석,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
4, , , , , , , , ,유땅,1,0,0,0,0.245,추승우,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
5,3땅, , ,삼진, ,사구, ,투땅, ,3,0,0,0,0.282,이범호,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
6, ,좌안, ,삼진, ,삼진, , ,4구,3,1,0,1,0.327,김태균,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
7, , , , , , , , , ,0,0,0,1,0.000,한윤섭,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
8, ,우중홈, ,4구, ,중비, , ,중안,3,2,3,2,0.242,클락,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
9, ,우안, ,포파, , ,중안, ,좌비,4,2,0,0,0.266,연경흠,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
10, ,좌비, , ,우중3, ,중비, , ,3,1,0,1,0.267,신경현,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
11, , , , , , , , ,중홈,1,1,2,1,0.220,이도형,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
12, ,유2병, , ,2땅, , , , ,2,0,1,0,0.208,한상훈,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
13, , , , , , ,삼진, , ,1,0,0,0,0.260,김태완,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
14, , , , , , , , , ,0,0,0,0,0.240,김민재,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
15, , , , , , , , ,좌비,1,0,0,0,0.148,오선진,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
16, , ,유땅, ,좌비, ,삼진, ,중안,4,1,0,0,0.195,이여상,구장 : 대전,"관중 : 8,285",2008.09.16(화),개시 : 18:30,경기시간 : 3:09,한화,롯데,,,,,,,,,
0,중안, ,좌비, ,우중2, ,4구,좌비, ,4,2,0,1,0.295,김원섭,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
1,3땅, ,유땅, ,3땅, , , , ,3,0,0,0,0.280,이종범,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
2, , , , , , ,좌비, , ,1,0,0,0,0.294,최경환,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
3, , , , , , , ,삼진, ,1,0,0,0,0.091,류은재,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
4,삼진, ,중안, ,4구, ,유실, ,중비,4,1,0,1,0.296,나지완,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,한기주,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
6,3땅, ,중비, ,삼진, ,중안, , ,4,1,0,0,0.278,이재주,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
7, , , , , , , , ,우2,1,1,0,1,1.000,이호신,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
8, ,삼진, ,유땅, ,2땅,중안, ,삼진,5,1,1,0,0.284,김상훈,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
9, ,4구, ,유땅, ,유땅,3안, ,우비,4,1,0,0,0.258,이현곤,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
10, ,좌안, ,삼진, ,삼진,삼진, , ,4,1,0,0,0.222,김경언,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
11, ,2땅, , ,1안, ,2땅,삼진, ,4,1,0,0,0.263,김선빈,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
12, ,우비, , ,삼진, ,우3,4구, ,3,1,0,1,0.230,김종국,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,KIA,우리,,,,,,,,,
0,삼진,1땅, , ,4구, , , , ,2,0,0,0,0.234,정수성,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
1, , , , , , ,2땅, , ,1,0,0,0,0.322,전준호,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
2, , , , , , , , ,삼진,1,0,0,0,0.333,허준,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
3,삼진, ,우비, ,유땅, , , , ,3,0,0,0,0.264,정성훈,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
4, , , , , , ,유땅, ,2땅,2,0,0,0,0.250,조재호,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
5,4구, ,유땅, ,좌비, , ,좌안, ,3,1,0,1,0.260,강병식,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
6,우안, ,유땅, , ,투땅, ,중2, ,4,2,1,1,0.323,이택근,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
7,2땅, , ,스낫, , , , , ,2,0,0,0,0.295,조중근,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
8, , , , , , , , , ,0,0,0,0,0.273,김남형,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
9, , , , , ,투땅, ,2땅, ,2,0,0,0,0.264,이숭용,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
10, ,중비, ,3병, ,좌안, ,4구, ,3,1,0,0,0.265,강정호,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
11, ,2땅, ,중안, ,우비, ,우희비, ,3,1,1,0,0.284,송지만,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
12, ,좌중2, ,4구, , , , , ,1,1,0,0,0.238,김동수,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
13, , , , , , ,유안, , ,1,1,0,0,0.251,강귀태,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
14, , , , , , , ,중비, ,1,0,0,0,0.234,황재균,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
15, ,중안, ,유땅, , , , , ,2,1,0,0,0.270,김일경,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
16, , , , , , ,2땅, ,2땅,2,0,0,0,0.231,권도영,구장 : 목동,"관중 : 1,659",2008.09.17(수),개시 : 18:29,경기시간 : 3:05,우리,KIA,,,,,,,,,
0,2땅, , ,2비, ,중비, ,2병,1땅,5,0,0,0,0.277,박재상,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
1,2안, , ,중비, ,삼진, , ,4구,3,1,0,1,0.283,조동화,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
2,3파, , ,4구, ,우비, , ,사구,2,0,0,1,0.322,박재홍,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
3, ,우비, ,삼진, , ,2안, , ,3,1,0,0,0.311,김재현,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
4, , , , , , , , ,투희번,0,0,0,0,0.219,모창민,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
5, ,유땅, , ,유안, ,삼진, ,고4,3,1,0,2,0.322,최정,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
6, ,2땅, , ,좌2, ,삼진, ,중안,4,2,1,1,0.256,나주환,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
7, , ,3땅, ,삼진, ,1땅, , ,3,0,0,0,0.238,박정환,구장 : 잠실,"관중 : 7,743",2008.09.17(수),개시 : 18:31,경기시간 : 3:01,SK,두산,,,,,,,,,
