,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13
13, , , , , , , , ,3파,1,0,0,0,0.125,장광호,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,현대,롯데,,,,,
14, ,3비, ,삼진, ,중비, ,3땅,삼진,5,0,1,0,0.241,퀸란,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,현대,롯데,,,,,
15, ,우안, ,1비, , ,3실,좌2, ,4,2,1,2,0.292,박진만,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,현대,롯데,,,,,
16, , , , , , , , , ,0,0,0,0,0.263,채종국,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,현대,롯데,,,,,
0,유땅, ,유땅, ,좌비, ,좌안, , ,4,1,0,0,0.336,김주찬,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
1, , , , , , , , ,중안,1,1,0,1,0.200,조성환,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
2,2땅, , ,좌비,3파, ,2땅, , ,4,0,0,0,0.295,김대익,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
3, , , , , , , , ,좌2,1,1,1,1,0.267,임재철,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
4,4구, , ,2안, ,4구, ,우비, ,2,1,0,2,0.295,박현승,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
5, , , , , , , , ,우2,1,1,1,0,0.135,박기혁,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
6,포파, , ,2비, ,삼진, ,우중2, ,4,1,0,0,0.347,호세,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
7, , , , , , , , ,우비,1,0,0,0,0.200,권오현,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
8, ,삼진, ,중2, ,우비, ,2땅, ,4,1,1,0,0.305,조경환,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
9, , , , , , , , , ,0,0,0,0,0.000,김사율,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
10, ,2땅, ,2땅, ,우안, ,1땅, ,4,1,0,0,0.283,김응국,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
11, ,2땅, , ,유땅,중안, , ,유땅,4,1,1,0,0.310,김민재,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
12, , ,삼진, ,우안, ,우비, , ,3,1,0,0,0.294,최기문,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
13, , , , , , , , ,4구,0,0,0,1,0.156,박경진,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
14, , ,유비, ,좌중안, ,중비, ,중비,4,1,0,0,0.249,이계성,구장 : 사직,"관중 : 3,891",2001.09.10(월),개시 : 18:32,경기시간 : 3:40,롯데,현대,,,,,
0,삼진, ,투땅, ,좌안, ,좌비, ,1땅,5,1,0,1,0.288,윤재국,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
1, , , , , , , , , ,0,0,0,0,0.267,정상호,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
2,중비, ,중2, ,포파, ,우중2, ,4구,4,2,0,0,0.268,이진영,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
3,삼진, ,삼진, ,포파, ,좌비, ,2땅,5,0,0,0,0.341,에레라,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
4, ,사구,2땅, ,중안, , ,우비, ,3,1,1,0,0.305,브리또,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
5, ,중안, ,1파,우비, , ,2땅, ,4,1,0,0,0.270,채종범,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
6, ,1희번, ,투땅, ,1직, ,삼진, ,3,0,0,0,0.240,이호준,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
7, , , , , , , , , ,0,0,0,0,0.236,최태원,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
8, ,유비, ,중안, ,2비, , ,좌안,4,2,0,1,0.258,안재만,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
9, ,4구, ,삼진, ,2땅, , ,투희번,2,0,0,0,0.181,송재익,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
10, ,2땅, , , , , , , ,1,0,0,0,0.154,강성우,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
11, , , , ,좌중안, ,삼진, , ,2,1,0,1,0.228,양용모,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
12, , , , , , , , ,좌2,1,1,1,0,0.253,양현석,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
13, , , , , , , , , ,0,0,0,1,0.278,박계원,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
14, , , , , , , , , ,0,0,0,0,0.240,조원우,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,SK,한화,,,,,
0,좌안, ,2비, ,삼진, , , , ,3,1,0,0,0.263,강석천,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
1, , , , , ,유땅, , ,투땅,2,0,0,0,0.247,허준,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
2,삼진, ,4구, ,삼진, ,좌비, ,1땅,4,0,0,1,0.321,김종석,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
3,좌안, ,우안, ,삼진, ,유땅, , ,4,2,0,0,0.324,김태균,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
4,삼진, ,좌안, , ,중안,2직, , ,4,2,1,1,0.347,데이비스,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
5,3땅, ,우파, , ,좌홈, ,삼진, ,4,1,2,1,0.269,백재호,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
6, , , , , , , , , ,0,0,0,0,0.196,황우구,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
7, ,유땅, ,4구, , , , , ,1,0,0,0,0.241,임주택,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
8, , , , , , , , , ,0,0,0,0,0.278,김수연,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
9, , , , , ,삼진, , , ,1,0,0,0,0.270,송지만,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
10, , , , , , , ,삼진, ,1,0,0,0,0.222,조정권,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
11, ,3땅, ,좌비, ,삼진, ,4구, ,3,0,0,0,0.277,장종훈,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
12, ,유땅, ,우비, ,좌안, ,2땅, ,4,1,0,0,0.242,조경택,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
13, , ,2땅,삼진, ,4구, , ,중비,3,0,0,0,0.285,이영우,구장 : 대전,관중 : 791,2001.09.10(월),개시 : 18:30,경기시간 : 3:18,한화,SK,,,,,
0,좌비, ,중비, ,우비, ,좌비, ,우비,5,0,0,0,0.326,김재현,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
1,우비, , ,2비, ,4구, ,1땅,중안,4,1,0,0,0.280,유지현,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
2,3파, , ,중안, ,삼진, ,4구,중비,4,1,0,2,0.321,이병규,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
3, ,우비, ,우안, ,삼진, ,좌안,우안,5,3,0,0,0.349,양준혁,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
4, ,좌비, ,우희비, ,2땅, ,좌안,유땅,4,1,1,1,0.281,심성보,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
5, ,1땅, ,유비, , ,4구,좌안, ,3,1,1,1,0.293,서용빈,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
6, , ,좌홈, ,사구, ,우안,1땅, ,3,2,1,1,0.237,안상준,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
7, , ,삼진, ,2비, , , , ,2,0,0,0,0.234,이종열,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
8, , , , , , ,우비, , ,1,0,0,0,0.207,홍현우,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
9, , , , , , , , , ,0,0,0,0,0.118,한규식,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
10, , , , , , , ,좌안, ,1,1,2,0,0.329,박연수,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
11, , , , , , , , , ,0,0,0,0,0.243,권용관,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
12, , ,삼진, ,우비, , , , ,2,0,0,0,0.250,조인성,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
13, , , , , , ,삼진, , ,1,0,0,0,0.261,김정민,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
14, , , , , , , ,삼진, ,1,0,0,0,0.305,최동수,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
15, , , , , , , , , ,0,0,0,0,0.180,장재중,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,LG,현대,,,,,
0,3땅,3비, , , , , , , ,2,0,0,0,0.222,김인호,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
1, , , ,1땅, ,삼진, ,유직, ,3,0,0,0,0.318,전준호,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
2,4구, ,좌비,4구, ,유실, ,고4, ,2,0,0,1,0.246,박종호,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
3,투직, ,포비,1파, ,4구, ,4구, ,3,0,0,1,0.270,박재홍,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
4, ,4구,4구, ,좌2,3땅, ,좌안, ,3,2,1,3,0.299,심정수,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
5, ,삼진,1땅, ,투희번, ,삼진,좌홈, ,4,1,3,1,0.261,박경완,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
6, ,4구, ,4구, , , , , ,0,0,0,1,0.239,이명수,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
7, , , , ,사구, ,우비,중비, ,2,0,0,0,0.309,이숭용,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
8, ,4구, ,좌2,중희비, ,유파, , ,2,1,1,1,0.293,박진만,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
9, ,삼진, ,좌중홈,삼진, , ,중안, ,4,2,3,1,0.244,퀸란,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
10, , , , , , , , , ,0,0,0,1,0.000,정수성,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
11, , , , , , , , , ,0,0,0,0,0.125,장광호,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
12, ,4구, ,중비, ,3땅, , , ,2,0,1,0,0.211,이재주,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
13, , , , , , , ,삼진, ,1,0,0,0,0.250,채종국,구장 : 수원,"관중 : 1,425",2001.09.11(화),개시 : 18:29,경기시간 : 3:37,현대,LG,,,,,
0,1땅, ,4구, ,우안, ,유땅, , ,3,1,0,0,0.307,이종범,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
1,삼진, ,2땅, ,좌희비, , , , ,2,0,1,0,0.258,장일현,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
2, , , , , , , ,중비, ,1,0,0,0,0.238,최익성,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
3,삼진, ,우비, ,유안, , ,1땅, ,4,1,0,0,0.315,장성호,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
4, ,삼진, ,3땅,3땅, , ,2땅, ,4,0,0,0,0.307,산토스,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
5, ,삼진, ,2땅, ,삼진, , ,1파,4,0,0,0,0.275,이동수,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
6, ,중안, ,사구, ,3땅, , ,4구,2,1,0,0,0.276,홍세완,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
7, ,포땅, ,삼진, ,삼진, , ,3땅,4,0,0,0,0.283,김창희,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
8, , ,1파, ,우비, , , , ,2,0,0,0,0.263,김상훈,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
9, , , , , , ,투땅, , ,1,0,0,0,0.283,신동주,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
10, , , , , , , , , ,0,0,0,0,0.188,김지훈,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
11, , , , , , , , ,삼진,1,0,0,0,0.133,김상현,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
12, , ,중안, ,좌안, ,3땅, , ,3,2,0,1,0.281,김종국,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,KIA,삼성,,,,,
0,4구/ 좌2, , ,중홈, ,2비, ,3비, ,4,2,3,1,0.280,마르티네,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
1,3땅/ 3땅, , ,4구, ,삼진, , , ,3,0,0,1,0.297,김종훈,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
2, , , , , , , ,좌안, ,1,1,1,0,0.281,김동수,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
3, , , , , , , , , ,0,0,0,0,0.266,강동우,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
4,4구,삼진, ,삼진, ,2땅, ,우비, ,4,0,0,1,0.278,이승엽,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
5,좌중2,삼진, ,삼진, , ,3땅, , ,4,1,2,1,0.306,마해영,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
6,유땅,우비, ,삼진, , ,좌비, , ,4,0,0,0,0.310,김한수,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
7,우안, ,1땅, ,중비, ,2땅, , ,4,1,0,1,0.280,바에르가,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
8, , , , , , , , , ,0,0,0,0,0.269,정경배,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
9,중2, ,좌안, ,1직, , ,우안, ,4,3,2,2,0.310,진갑용,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
10,4구, ,유땅, ,우파, , , , ,2,0,0,1,0.198,김태균,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
11, , , , , , , ,4구, ,0,0,0,0,0.253,김승권,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
12,우안, ,2땅, , ,우홈, ,중비, ,4,2,2,2,0.277,박한이,구장 : 시민,"관중 : 3,957",2001.09.11(화),개시 : 18:30,경기시간 : 2:27,삼성,KIA,,,,,
0,삼진, ,2비, ,투실,우비, , ,삼진,5,0,0,1,0.329,김주찬,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
1,1비, , ,우2,사구, ,삼진, ,4구,3,1,0,1,0.268,임재철,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
2,중비, , ,삼진,2땅, ,유땅, , ,4,0,1,1,0.292,박현승,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
3, , , , , , , , ,야선,1,0,0,0,0.132,박기혁,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
4, ,4구, ,삼진,4구, ,2비, ,우비,3,0,0,1,0.344,호세,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
5, ,좌비, ,좌안,4구, , ,중비,투땅,4,1,1,0,0.304,조경환,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
6, ,삼진, ,4구,좌안, , ,좌안, ,3,2,2,0,0.271,얀,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
7, , , , , , , , , ,0,0,0,1,0.200,조성환,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
8, ,중비, ,좌비, , , , , ,2,0,0,0,0.249,박정태,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
9, , , , ,삼진, , ,우비, ,2,0,0,0,0.308,김민재,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
10, , ,삼진, ,우안,유땅, ,4구, ,3,1,0,1,0.295,최기문,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
11, , ,삼진, ,포파, , , , ,2,0,0,0,0.143,권오현,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
12, , , , , ,삼진, ,2땅, ,2,0,0,0,0.294,김대익,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,롯데,SK,,,,,
0,우비, , ,4구, ,1땅, , , ,2,0,0,0,0.286,윤재국,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
1, , , , , , , ,3땅, ,1,0,0,0,0.269,채종범,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
2,4구, , ,1땅, ,좌안, , , ,2,1,0,2,0.270,이진영,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
3, , , , , , , ,삼진, ,1,0,0,0,0.239,조원우,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
4,2병, , ,1땅, ,중안, ,2땅, ,4,1,0,0,0.340,에레라,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
5, ,중비, ,좌중2, ,우안, , ,2직,4,2,2,0,0.307,브리또,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
6, ,4구, ,삼진, ,포파, , ,1땅,3,0,0,0,0.250,양현석,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
7, ,유2병, , ,1비, ,3땅, ,유땅,4,0,0,0,0.255,안재만,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
8, , ,좌비, ,우비, ,2땅, , ,3,0,0,0,0.237,이호준,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
9, , ,3땅, ,우비, , , , ,2,0,0,0,0.225,양용모,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
10, , , , , , ,우안, , ,1,1,0,0,0.159,강성우,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
11, , ,유땅, , , , , , ,1,0,0,0,0.180,송재익,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
12, , , , , ,우비,중비, , ,2,0,0,0,0.234,최태원,구장 : 인천,"관중 : 1,011",2001.09.11(화),개시 : 18:30,경기시간 : 3:10,SK,롯데,,,,,
0,2땅, ,중2, ,2땅, ,2땅, , ,4,1,0,1,0.277,김수연,구장 : 잠실,"관중 : 6,114",2001.09.11(화),개시 : 18:31,경기시간 : 3:25,한화,두산,,,,,
1,삼진, ,중안, ,중안, , ,우비, ,4,2,2,0,0.323,김종석,구장 : 잠실,"관중 : 6,114",2001.09.11(화),개시 : 18:31,경기시간 : 3:25,한화,두산,,,,,
2,좌홈, ,유땅, ,삼진, , ,중안, ,4,2,1,1,0.274,송지만,구장 : 잠실,"관중 : 6,114",2001.09.11(화),개시 : 18:31,경기시간 : 3:25,한화,두산,,,,,
3,1땅, ,유땅, , ,2땅, ,2안, ,4,1,0,0,0.346,데이비스,구장 : 잠실,"관중 : 6,114",2001.09.11(화),개시 : 18:31,경기시간 : 3:25,한화,두산,,,,,
