,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9,10,11
6, ,유직, ,4구, , , ,1,0,0,1,0.294,양의지,구장 : 잠실,"관중 : 17,642",2014.09.12(금),개시 : 18:30,경기시간 : 3:04,두산,한화, , ,,,
7, , , , ,4구, ,삼진,1,0,0,0,0.231,최재훈,구장 : 잠실,"관중 : 17,642",2014.09.12(금),개시 : 18:30,경기시간 : 3:04,두산,한화, , ,,,
8, ,우안, ,포희실,중비, ,투땅,3,1,0,2,0.252,최주환,구장 : 잠실,"관중 : 17,642",2014.09.12(금),개시 : 18:30,경기시간 : 3:04,두산,한화, , ,,,
9, , , , , , , ,0,0,0,0,0.000,양종민,구장 : 잠실,"관중 : 17,642",2014.09.12(금),개시 : 18:30,경기시간 : 3:04,두산,한화, , ,,,
10, ,4구, ,1희번,4구, ,3땅,1,0,0,0,0.257,김재호,구장 : 잠실,"관중 : 17,642",2014.09.12(금),개시 : 18:30,경기시간 : 3:04,두산,한화, , ,,,
11, ,투안, ,삼진,좌비, , ,4,1,0,0,0.257,허경민,구장 : 잠실,"관중 : 17,642",2014.09.12(금),개시 : 18:30,경기시간 : 3:04,두산,한화,3땅, ,,,
0,삼진, ,삼진, , ,1땅, ,3,0,0,0,0.000,고종욱,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
1, , , , , , , ,1,0,0,0,0.279,문우람,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK,중비, ,,,
2,삼진, ,중비, , ,우파, ,4,0,0,0,0.316,이택근,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, ,유땅,,,
3,3땅, , ,우3, ,중비, ,4,1,0,0,0.363,서건창,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, ,좌파,,,
4, ,4구, ,좌비, , ,좌안,3,1,0,0,0.313,박병호,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, ,3비,,,
5, ,중비, ,좌비, , ,삼진,3,0,0,0,0.268,이성열,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
6, ,우비, , ,우비, ,3땅,3,0,0,0,0.302,유한준,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
7, ,삼진, , ,좌안, ,삼진,3,1,0,0,0.268,윤석민,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
8, , ,1비, ,3실, , ,2,0,0,0,0.190,김지수,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
9, , , , , , , ,1,0,0,0,0.291,김민성,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK,삼진, ,,,
10, , , , , , , ,0,0,0,0,0.188,김하성,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
11, , ,우안, ,32병, , ,2,1,0,0,0.250,박동원,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
12, , , , , , , ,1,0,0,0,0.270,안태영,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK,1비, ,,,
13, , , , , , , ,0,0,0,0,0.220,허도환,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,넥센,SK, , ,,,
0,좌안, ,2땅, ,4구,중안, ,4,2,1,0,0.360,이명기,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센,좌비, ,,,
1,3땅, ,좌중안, ,3땅,우안, ,5,2,1,1,0.254,조동화,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센,2땅, ,,,
2,3땅, ,좌중2, ,사구,삼진, ,3,1,1,0,0.308,최정,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센, , ,,,
3,4구, ,4구, ,우비, ,삼진,2,0,0,0,0.304,박정권,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센, , ,,,
4,3파, ,1파, ,삼진, ,삼진,4,0,0,0,0.274,나주환,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센, , ,,,
5, ,사구,삼진, , ,좌비, ,2,0,0,0,0.262,한동민,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센, , ,,,
6, , , , , , ,우비,1,0,0,0,0.298,김강민,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센, , ,,,
7, ,포파, ,2땅, ,좌안, ,4,1,0,1,0.297,김성현,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센,삼진, ,,,
8, ,중비, ,유비, ,야선, ,3,0,0,1,0.313,임훈,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센,4구, ,,,
9, ,삼진, ,3땅, ,삼진, ,4,1,0,0,0.238,정상호,구장 : 문학,"관중 : 8,161",2014.09.12(금),개시 : 18:31,경기시간 : 2:50,SK,넥센,좌안, ,,,
0,우비, ,유병, , , , ,2,0,0,0,0.355,김주찬,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
1, , , , ,투땅, ,4구,2,1,0,1,0.287,신종길,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, ,좌2,,,
2,좌비, , ,우2,좌안, ,좌2,5,3,0,1,0.291,이대형,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, ,유땅,,,
3,삼진, , ,좌2,좌안, ,유땅,5,2,2,1,0.313,필,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, ,중비,,,
4, ,삼진, ,3땅,2비, , ,3,0,0,0,0.319,나지완,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
5, , , , , , ,삼진,1,0,0,0,0.302,이종환,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
6, , , , , , , ,0,0,0,0,0.268,박준태,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, ,사구,,,
7, ,1파, ,3땅,투땅, ,3땅,4,0,0,0,0.343,안치홍,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
8, , , , , , , ,1,0,0,0,0.291,박기남,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, ,우비,,,
9, ,우비, ,좌안, ,중비, ,3,1,1,1,0.259,이범호,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
10, , , , , , , ,1,1,0,0,0.262,김주형,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성,좌안, ,,,
11, , ,4구,4구, , , ,0,0,0,0,0.197,김원섭,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
12, , , , , ,좌안, ,2,1,0,0,0.282,김다원,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성,중비, ,,,
13, , , , , , , ,0,0,0,0,0.187,차일목,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
14, , ,중안,좌안, ,삼진, ,4,2,1,0,0.222,백용환,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성,유땅, ,,,
15, , ,삼진,삼진, , , ,2,0,0,0,0.154,박찬호,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성, , ,,,
16, , , , , ,삼진, ,2,0,0,0,0.255,김민우,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,KIA,삼성,삼진, ,,,
0,투땅/ 좌중홈, ,2비,유비, ,3땅, ,5,1,2,1,0.312,나바로,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
1, , , , , , , ,0,0,0,0,0.321,조동찬,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
2,중안/ 중안, ,중2,좌홈, , ,중안,5,5,1,3,0.340,박한이,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
3, , , , , , , ,0,0,0,0,0.240,우동균,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
4,좌홈/ 2땅, ,4구,1땅, , , ,3,1,2,2,0.316,채태인,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
5, , , , , , ,3땅,1,0,0,0,0.295,박해민,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
6,4구,좌중2,중홈, ,삼진, ,중비,4,2,3,3,0.371,최형우,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
7, , , , , , , ,0,0,0,0,0.250,박찬도,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
8,좌안,좌안,중홈, ,우비, ,1비,5,3,1,2,0.313,박석민,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
9, , , , , , , ,0,0,0,0,0.238,이흥련,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
10,우안,유병,중안, ,중비, , ,5,2,1,1,0.303,이승엽,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA,좌비, ,,,
11,좌홈,좌안,삼진, , ,스낫, ,5,2,3,1,0.269,김헌곤,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA,중비, ,,,
12,좌안,우중안,2땅, , ,삼진, ,4,2,0,1,0.293,이지영,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
13, , , , , , , ,0,0,0,0,0.000,이정식,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
14, , , , , , , ,1,1,0,0,0.358,김태완,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA,좌2, ,,,
15,유직,삼진, ,3땅, ,삼진, ,5,0,0,0,0.283,김상수,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA,3땅, ,,,
16, , , , , , , ,0,0,0,0,1.000,김재현,구장 : 대구,"관중 : 7,988",2014.09.12(금),개시 : 18:30,경기시간 : 2:57,삼성,KIA, , ,,,
0,1파, ,우안, , ,3땅, ,4,1,0,0,0.312,나바로,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG,유비, ,,,
1,우안, ,투유병, , ,투땅, ,3,1,0,0,0.340,박한이,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG,4구, ,,,
2,좌비, , ,우중안, ,4구, ,3,2,0,0,0.318,채태인,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG,우안, ,,,
3, , , , , , , ,0,0,0,0,0.250,박찬도,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, , ,,,
4,우안, , ,삼진, ,삼진, ,4,1,0,0,0.370,최형우,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG,좌비, ,,,
5, ,좌안, ,투유병, , , ,2,1,0,0,0.314,박석민,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, , ,,,
6, , , , , , ,삼진,2,0,0,0,0.310,조동찬,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, ,삼진,,,
7, ,중안, , ,우안, ,2땅,4,2,0,0,0.305,이승엽,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, ,좌비,,,
8, ,1땅, , ,1희번, ,우안,2,1,0,0,0.297,박해민,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, , ,,,
9, , , , , , , ,1,0,0,0,0.353,김태완,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, ,삼진,,,
10, ,중비, , ,유땅, , ,2,0,0,0,0.291,이지영,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, , ,,,
11, , , , , , ,삼진,1,0,0,0,0.231,우동균,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, , ,,,
12, , , , , , , ,0,0,0,0,0.238,이흥련,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG, , ,,,
13, , ,삼진, ,좌비, , ,3,0,0,0,0.280,김상수,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,삼성,LG,좌비, ,,,
0,삼진, ,좌안, ,포희번, ,포희번,2,1,0,0,0.248,김용의,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
1,중비, ,1땅, ,유땅, , ,3,0,0,0,0.294,손주인,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
2, , , , , , ,삼진,1,0,0,0,0.320,정성훈,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
3, , , , , , , ,0,0,0,0,0.333,김영관,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
4,2땅, , ,우2,2땅, ,좌비,4,1,0,1,0.341,박용택,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
5, , , , , , , ,0,0,0,0,0.246,임재철,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
6, ,유땅, ,삼진, ,삼진, ,4,0,0,0,0.304,이병규,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성,좌비, ,,,
7, ,삼진, ,유안, ,1실, ,4,1,0,0,0.334,이진영,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성,2땅, ,,,
8, ,1땅, ,우안, ,우안, ,4,2,1,0,0.241,이병규,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성,우비, ,,,
9, , ,1땅,1땅, ,3파, ,3,0,0,0,0.254,오지환,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
10, , ,삼진,삼진, ,3비, ,3,0,0,0,0.210,최경철,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
11, , ,4구, ,투안, ,4구,1,1,0,0,0.220,박경수,구장 : 잠실,"관중 : 26,000",2014.09.13(토),개시 : 16:59,경기시간 : 3:11,LG,삼성, , ,,,
0,삼진, ,4구, , ,4구,중안/ 3땅,3,1,0,2,0.299,박민우,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
1,3땅, ,삼진, , , , ,2,0,0,0,0.271,김종호,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
2, , , , , ,4구,1비,1,0,0,1,0.000,마낙길,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
3, , , , , , , ,1,0,0,0,0.167,김성욱,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK,우비, ,,,
4,2땅, ,삼진, , ,좌홈,사구,4,1,3,2,0.332,나성범,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK,2실, ,,,
5, ,삼진, ,삼진, ,우홈,1안,5,2,1,2,0.339,테임즈,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK,중비, ,,,
6, ,삼진, ,1파, ,좌비,삼진,5,0,0,0,0.267,모창민,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK,삼진, ,,,
7, ,중비, ,1비, ,중안,4구,4,1,1,1,0.268,조영훈,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, ,삼진,,,
8, , ,3안, ,삼진,중비,중3,5,2,3,2,0.284,권희동,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, ,2땅,,,
9, , ,4구, , , , ,0,0,0,0,0.279,지석훈,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
10, , , , ,유땅, , ,1,0,0,0,0.196,이상호,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
11, , , , , ,우안, ,1,1,0,0,0.239,박정준,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
12, , , , , , ,우홈,2,1,2,1,0.222,노진혁,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, ,투땅,,,
13, , ,유땅, ,1파,유땅,우안,4,1,0,0,0.279,김태군,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,NC,SK, , ,,,
0,2비,4구, ,삼진, ,3땅, ,4,1,1,0,0.358,이명기,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, ,2안,,,
1,우안,1땅, ,1땅, ,삼진, ,4,1,0,0,0.254,조동화,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
2, , , , , , , ,1,0,0,0,0.263,박진만,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, ,좌비,,,
3,중비,중비, ,우비, , ,3땅,4,0,0,0,0.304,최정,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, ,사구,,,
4,2비, ,우2, ,우2, ,중비,4,2,0,2,0.306,박정권,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
5, , , , , , , ,0,0,0,0,0.274,김상현,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
6, , , , , , , ,1,0,0,0,0.312,임훈,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, ,중비,,,
7, ,중안,중안, ,투희번, ,유땅,3,2,1,1,0.301,김강민,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
8, , , , , , , ,0,0,0,0,0.217,김재현,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
9, ,2실,좌비, ,좌희비, , ,3,1,1,1,0.264,한동민,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC,중안, ,,,
10, ,중비,4구, ,우안, , ,3,1,0,0,0.298,김성현,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC,1직, ,,,
11, ,좌안,야선, ,우비, , ,3,1,1,0,0.275,나주환,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
12, , , , , , , ,1,0,0,0,0.330,박계현,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC,삼진, ,,,
13, ,사구,투병, , , , ,1,0,0,0,0.237,정상호,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, , ,,,
14, , , , , ,삼진, ,2,0,0,0,0.352,이재원,구장 : 문학,"관중 : 18,810",2014.09.13(토),개시 : 17:00,경기시간 : 3:33,SK,NC, ,좌비,,,
0,2땅,투유안, ,투안, ,우홈, ,5,4,1,1,0.301,정수빈,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, ,좌안,,,
1,2땅,2비, ,좌비, ,삼진, ,4,0,0,0,0.251,허경민,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, , ,,,
2, , , , , , , ,1,1,0,0,0.325,오재원,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, ,3안,,,
3,중안, ,3땅, ,2직, ,삼진,4,1,0,0,0.357,민병헌,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, ,3희번,,,
4,4구, ,중안, ,우안, ,4구,2,2,0,0,0.328,김현수,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, ,고4,,,
5,1땅, ,32병, ,삼진, ,삼진,5,0,0,0,0.324,홍성흔,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, ,삼진,,,
6, ,중안, ,4구,4구, ,2땅,3,1,0,2,0.214,오재일,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데, ,1땅,,,
7, ,좌2, ,삼진,우안, , ,3,2,0,1,0.250,최재훈,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데,사구, ,,,
8, ,삼진, ,중안, ,1땅, ,4,1,0,0,0.257,김재호,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데,삼진, ,,,
9, ,우안, ,우중안, ,삼진, ,4,2,3,0,0.259,최주환,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,두산,롯데,중비, ,,,
0,삼진, , ,1비, ,우비, ,4,0,0,0,0.316,황재균,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산,삼진, ,,,
1, , , , , , , ,0,0,0,0,0.234,신본기,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, , ,,,
2, , , , , , , ,1,0,0,0,0.275,장성우,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, ,삼진,,,
3,중비, , ,3땅, ,중안, ,4,1,0,0,0.296,정훈,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산,중비, ,,,
4,삼진, , ,삼진, ,우안, ,4,2,1,0,0.360,손아섭,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산,좌안, ,,,
5, ,좌비, , ,3실,4구, ,3,0,0,0,0.292,최준석,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산,삼진, ,,,
6, ,삼진, , ,유땅,삼진, ,4,0,0,0,0.305,박종윤,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, ,삼진,,,
7, ,중비, , ,중안,3땅, ,4,1,0,0,0.286,전준우,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, ,중비,,,
8, , ,삼진, ,2비, ,중비,3,0,0,0,0.231,강민호,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, ,사구,,,
9, , , , , , , ,0,0,0,1,0.237,오승택,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, , ,,,
10, , ,유땅, ,삼진, ,유비,3,0,0,0,0.291,문규현,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, , ,,,
11, , , , , , , ,1,1,0,0,0.233,박준서,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, ,중안,,,
12, , , , , , , ,0,0,0,1,0.000,백민기,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, , ,,,
13, , ,포파, , ,중안,삼진,3,1,0,1,0.222,김민하,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, , ,,,
14, , , , , , , ,1,1,2,0,0.235,김대우,구장 : 사직,"관중 : 15,103",2014.09.13(토),개시 : 17:01,경기시간 : 3:18,롯데,두산, ,좌안,,,
0,중비, ,투희번, , ,삼진,투땅,4,0,0,0,0.351,김주찬,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, ,3땅, ,,
1,좌안, ,1땅, , ,투안, ,5,3,0,2,0.295,이대형,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화,좌파, ,좌중2,,
